extension,File Format,count,NARA Format ID
d12011,Unidentified,1,
p-{e23,Unidentified,1,
-{69d4,Unidentified,1,
585651,Unidentified,1,
y8586,EBCDIC-US,1,
d08103,Unidentified,1,
_unifi,Unidentified,1,
09%20-,Unidentified,1,
90555%,Unidentified,1,
_037_3,Unidentified,1,
000102,Unidentified,1,
_num1_,Unidentified,1,
c75,Unidentified,1,
_lucid,Unidentified,1,
92158d,Unidentified,1,
pip-{6,Unidentified,1,
com;or,Unidentified,1,
_us%20,Unidentified,1,
mov%20,Unidentified,1,
dat-{6,Unidentified,1,
-{69d4,Unidentified,1,
ms95,Unidentified,1,
d11060,Unidentified,1,
08%20m,Unidentified,1,
expedi,Unidentified,1,
paul's,Unidentified,1,
tim77,EBCDIC-US,1,
ini-{6,Unidentified,1,
972143,Unidentified,1,
com_pe,Unidentified,1,
20_pac,Unidentified,1,
_slide,Unidentified,1,
matt11,EBCDIC-US,1,
_000_5,Unidentified,1,
ini-{6,Unidentified,1,
_austi,Unidentified,1,
d-{69d,Unidentified,1,
gardne,Unidentified,1,
da-{69,Unidentified,1,
h-{69d,Unidentified,1,
xlarge,Unidentified,1,
config,Unidentified,1,
sky[1-,Unidentified,1,
caulif,Unidentified,1,
act,Unidentified,1,
com;ti,Unidentified,1,
com;ti,Unidentified,1,
bn21,EBCDIC-US,1,
lnk-{8,Unidentified,1,
hi012,8-bit ASCII Text,1,
694336,Unidentified,1,
2;sz=3,Unidentified,1,
ini-{6,Unidentified,1,
ed8508,EBCDIC-US,1,
6.3016,Unidentified,1,
txt-{6,Unidentified,1,
jpg045,Unidentified,1,
-{69d4,Unidentified,1,
_runfu,Unidentified,1,
_4735a,Unidentified,1,
_09101,Unidentified,1,
ryder,Unidentified,1,
yieldm,Unidentified,1,
reuter,Unidentified,1,
21)oig,Unidentified,1,
srpat,EBCDIC-US,1,
va032,8-bit ASCII Text,1,
_seren,Unidentified,1,
txt-{6,Unidentified,1,
bn09,EBCDIC-US,1,
ida,WordPerfect for MS-DOS Document (5.0),1,
_tball,Unidentified,1,
000329,Unidentified,1,
dates,Unidentified,1,
_09101,Unidentified,1,
-{69d4,Unidentified,1,
%20she,Unidentified,1,
t-{69d,Unidentified,1,
nin,Unidentified,1,
cp0002,Unidentified,1,
fill;o,Unidentified,1,
-{69d4,Unidentified,1,
jpg-{e,Unidentified,1,
_marlo,Unidentified,1,
prefs-,Unidentified,1,
ms030,8-bit ASCII Text,1,
_0b413,Unidentified,1,
l-{608,Unidentified,1,
tn3840,EBCDIC-US,1,
rs4ku5,EBCDIC-US,1,
specif,Unidentified,1,
_02221,Unidentified,1,
wita,Unidentified,1,
yen,Unidentified,1,
_badge,Unidentified,1,
t-{69d,Unidentified,1,
093051,Unidentified,1,
b-{69d,Unidentified,1,
d10010,Unidentified,1,
_000_5,Unidentified,1,
camplu,Unidentified,1,
_garth,Unidentified,1,
xml-{6,Unidentified,1,
mst74,EBCDIC-US,1,
cfg-{6,Unidentified,1,
26_iis,Unidentified,1,
x13,Unidentified,1,
tx-{69,Unidentified,1,
fill;o,Unidentified,1,
f4,WordPerfect for MS-DOS/Windows Document (6.0),1,
m70881,EBCDIC-US,1,
2992_s,Unidentified,1,
r70010,EBCDIC-US,1,
co[1-{,Unidentified,1,
vt007,8-bit ASCII Text,1,
webtre,Unidentified,1,
ms-{69,Unidentified,1,
ispm,Unidentified,1,
com-{6,Unidentified,1,
redenv,Unidentified,1,
tan,Unidentified,1,
cp0015,Unidentified,1,
_c0002,Unidentified,1,
gi-{69,Unidentified,1,
2156,Unidentified,1,
_volum,Unidentified,1,
hutchi,Unidentified,1,
rcd-{8,Unidentified,1,
_happy,Unidentified,1,
_shot%,Unidentified,1,
sc87a1,8-bit ASCII Text,1,
xm-{69,Unidentified,1,
%20pat,Unidentified,1,
mtgs,8-bit ASCII Text,1,
windso,Unidentified,1,
5136-m,Unidentified,1,
aronso,8-bit ASCII Text,1,
caa,WordPerfect for MS-DOS Document (5.0),1,
uniteu,Unidentified,1,
_61c64,Unidentified,1,
3eb30c,Unidentified,1,
dat-{6,Unidentified,1,
biz_m;,Unidentified,1,
txt-{8,Unidentified,1,
genh35,8-bit ASCII Text,1,
dat-{8,Unidentified,1,
_canad,Unidentified,1,
ct028,8-bit ASCII Text,1,
06_hea,Unidentified,1,
_state,Unidentified,1,
cof04,8-bit ASCII Text,1,
ini-{6,Unidentified,1,
23_cbp,Unidentified,1,
y90011,8-bit ASCII Text,1,
tx-{69,Unidentified,1,
t-{c99,Unidentified,1,
pp-{69,Unidentified,1,
africa,Unidentified,1,
hem36b,8-bit ASCII Text,1,
c93p1,EBCDIC-US,1,
myd-{6,Unidentified,1,
un82,EBCDIC-US,1,
_439_2,Unidentified,1,
_10261,Unidentified,1,
_she_s,Unidentified,1,
2.002,8-bit ASCII Text,1,
i19,Unidentified,1,
txt-{6,Unidentified,1,
syslog,Unidentified,1,
-{69d4,Unidentified,1,
clicka,Unidentified,1,
_heidi,Unidentified,1,
n88w22,EBCDIC-US,1,
_volks,Unidentified,1,
tacoda,Unidentified,1,
73%ef%,Unidentified,1,
doc-{e,Unidentified,1,
xml_du,Unidentified,1,
_001_1,Unidentified,1,
_garth,Unidentified,1,
_lua,Unidentified,1,
-{69d4,Unidentified,1,
_12081,Unidentified,1,
ga021,8-bit ASCII Text,1,
prefs_,Unidentified,1,
_01071,Unidentified,1,
000177,Unidentified,1,
30-{7a,Unidentified,1,
pol-{8,Unidentified,1,
atl92,8-bit ASCII Text,1,
htm-{6,Unidentified,1,
myd-{6,Unidentified,1,
jildor,Unidentified,1,
myi-{6,Unidentified,1,
_vermo,Unidentified,1,
oth057,Unidentified,1,
_12161,Unidentified,1,
boxsec,EBCDIC-US,1,
504813,Unidentified,1,
htm-{6,Unidentified,1,
_commo,Unidentified,1,
for6i,8-bit ASCII Text,1,
t-{69d,Unidentified,1,
_001_1,Unidentified,1,
5a06f7,Unidentified,1,
wkr,WordPerfect for MS-DOS Document (5.0),1,
_borde,Unidentified,1,
3.7979,Unidentified,1,
_d813f,Unidentified,1,
-{69d4,Unidentified,1,
com;ti,Unidentified,1,
15memo,Unidentified,1,
_17gfv,Unidentified,1,
ct034,8-bit ASCII Text,1,
stb,EBCDIC-US,1,
bogfil,Unidentified,1,
googl-,Unidentified,1,
_feder,Unidentified,1,
50;sz=,Unidentified,1,
e24,Unidentified,1,
com_pe,Unidentified,1,
_44967,Unidentified,1,
t-{89d,Unidentified,1,
xml-{6,Unidentified,1,
03%20n,Unidentified,1,
gif-{6,Unidentified,1,
cof18,8-bit ASCII Text,1,
t-{69d,Unidentified,1,
pesin,8-bit ASCII Text,1,
cag-{6,Unidentified,1,
582648,Unidentified,1,
bmp-{6,Unidentified,1,
1406,Unidentified,1,
00quar,Unidentified,1,
ins-{8,Unidentified,1,
_lv%20,Unidentified,1,
cv84,8-bit ASCII Text,1,
pittsb,Unidentified,1,
dat-{8,Unidentified,1,
graff,Acrobat PDF 1.4 - Portable Document Format (1.4),1,
1%20gh,Unidentified,1,
pol-{6,Unidentified,1,
prefs-,Unidentified,1,
jpg-{6,Unidentified,1,
hop,WordPerfect for MS-DOS Document (5.0),1,
txt-{6,Unidentified,1,
tx028,8-bit ASCII Text,1,
search,Unidentified,1,
n05307,EBCDIC-US,1,
bridge,Unidentified,1,
tx034,8-bit ASCII Text,1,
y90020,8-bit ASCII Text,1,
_potus,Unidentified,1,
-{c991,Unidentified,1,
_d1095,Unidentified,1,
jpg037,Unidentified,1,
-{69d4,Unidentified,1,
retire,Hypertext Markup Language (4.0),1,
2008%2,Unidentified,1,
proper,Unidentified,1,
il80,Unidentified,1,
ini-{6,Unidentified,1,
gif-{6,Unidentified,1,
_000_5,Unidentified,1,
xml-{6,Unidentified,1,
435481,Unidentified,1,
xlb-{6,Unidentified,1,
ini-{8,Unidentified,1,
2479uc,Unidentified,1,
docx-{,Unidentified,1,
_000_5,Unidentified,1,
_neon%,Unidentified,1,
-{69d4,Unidentified,1,
device,8-bit ASCII Text,1,
_colum,Unidentified,1,
_wi,Unidentified,1,
hdr,WordPerfect for MS-DOS/Windows Document (6.0),1,
pr8,WordPerfect for MS-DOS Document (5.0),1,
22_57_,Unidentified,1,
000448,Unidentified,1,
nc1300,EBCDIC-US,1,
tx0840,EBCDIC-US,1,
01-Nov,Unidentified,1,
1;topi,Unidentified,1,
cws262,8-bit ASCII Text,1,
-{69d4,Unidentified,1,
dat-{8,Unidentified,1,
_fy17,Unidentified,1,
vi19,8-bit ASCII Text,1,
njs,Unidentified,1,
_09021,Unidentified,1,
2%202,Unidentified,1,
0%26u_,Unidentified,1,
_friz%,Unidentified,1,
8;sz=1,Unidentified,1,
us14,EBCDIC-US,1,
txt-{6,Unidentified,1,
d11080,Unidentified,1,
ini-{8,Unidentified,1,
_benz%,Unidentified,1,
408,8-bit ASCII Text,1,
w84,Unidentified,1,
d11123,Unidentified,1,
over-{,Unidentified,1,
yahoo[,Unidentified,1,
sharo-,Unidentified,1,
yahoo[,Unidentified,1,
com-co,Unidentified,1,
yieldm,Unidentified,1,
oh5645,EBCDIC-US,1,
uexere,Unidentified,1,
tx-{69,Unidentified,1,
2019se,Unidentified,1,
uloyyx,Unidentified,1,
28;sz=,Unidentified,1,
cxxgr1,8-bit ASCII Text,1,
spretl,EBCDIC-US,1,
_bob%2,Unidentified,1,
2_4,Unidentified,1,
5572b6,Unidentified,1,
tx-{69,Unidentified,1,
101028,Unidentified,1,
gif-{6,Unidentified,1,
%20let,Unidentified,1,
-{6084,Unidentified,1,
_sensi,Unidentified,1,
osgws3,Unidentified,1,
hem5a,8-bit ASCII Text,1,
_000_2,Unidentified,1,
ini-{6,Unidentified,1,
_stati,Unidentified,1,
_001_2,Unidentified,1,
pic19-,Unidentified,1,
css-{6,Unidentified,1,
k02,WordPerfect for MS-DOS/Windows Document (6.0),1,
newbil,Unidentified,1,
ny023,8-bit ASCII Text,1,
d7,8-bit ASCII Text,1,
lst-{6,Unidentified,1,
hem13e,8-bit ASCII Text,1,
condui,Unidentified,1,
com;ti,Unidentified,1,
2.6434,Unidentified,1,
dat-{6,Unidentified,1,
_20110,Unidentified,1,
citi-{,Unidentified,1,
hem21r,8-bit ASCII Text,1,
pd-{69,Unidentified,1,
leisho,8-bit ASCII Text,1,
webt-{,Unidentified,1,
_000_6,Unidentified,1,
124542,Unidentified,1,
"1054,",Unidentified,1,
sgtrp,8-bit ASCII Text,1,
lnk-{c,Unidentified,1,
webtre,Unidentified,1,
so-{69,Unidentified,1,
spe-{c,Unidentified,1,
_439_3,Unidentified,1,
33c,Unidentified,1,
vi31,8-bit ASCII Text,1,
_439_3,Unidentified,1,
-{69d4,Unidentified,1,
_palms,Unidentified,1,
243999,Unidentified,1,
_mailr,Unidentified,1,
geneva,Unidentified,1,
-{69d4,Unidentified,1,
latime,Unidentified,1,
_00322,Unidentified,1,
s05420,EBCDIC-US,1,
t-{69d,Unidentified,1,
_south,Unidentified,1,
_augus,Unidentified,1,
_jewis,Unidentified,1,
sdca,EBCDIC-US,1,
cv196,8-bit ASCII Text,1,
civdoc,8-bit ASCII Text,1,
ok06,EBCDIC-US,1,
nan,Unidentified,1,
com;ti,Unidentified,1,
foxnew,Unidentified,1,
allowc,Unidentified,1,
n6612,Unidentified,1,
n88w50,EBCDIC-US,1,
js-dbu,Unidentified,1,
admiss,Unidentified,1,
-{69d4,Unidentified,1,
log-{6,Unidentified,1,
_lasta,Unidentified,1,
pensio,Unidentified,1,
in039,8-bit ASCII Text,1,
italrt,Unidentified,1,
ini-{6,Unidentified,1,
_south,Unidentified,1,
fimser,Unidentified,1,
totald,8-bit ASCII Text,1,
_bossa,Unidentified,1,
-{69d4,Unidentified,1,
t-{69d,Unidentified,1,
n95w07,EBCDIC-US,1,
700-ol,Unidentified,1,
_mvi_1,Unidentified,1,
txt-{c,Unidentified,1,
kha,Unidentified,1,
hth,Unidentified,1,
-{69d4,Unidentified,1,
2020_r,Unidentified,1,
sc05,EBCDIC-US,1,
348665,Unidentified,1,
feedbu,Unidentified,1,
go-{69,Unidentified,1,
ar029,8-bit ASCII Text,1,
lnk-{6,Unidentified,1,
checkm,Unidentified,1,
q70t72,EBCDIC-US,1,
hitbo-,Unidentified,1,
e78,EBCDIC-US,1,
sd017,8-bit ASCII Text,1,
pip-{6,Unidentified,1,
cp0017,Unidentified,1,
05%20g,Unidentified,1,
txt-{6,Unidentified,1,
4850c5,Unidentified,1,
nv025,8-bit ASCII Text,1,
216,8-bit ASCII Text,1,
119670,Unidentified,1,
inttrf,8-bit ASCII Text,1,
s05404,EBCDIC-US,1,
3333,Unidentified,1,
annapo,Unidentified,1,
_quebe,Unidentified,1,
gp02,EBCDIC-US,1,
w2cc,8-bit ASCII Text,1,
lonely,Unidentified,1,
ad-{69,Unidentified,1,
org-fe,Unidentified,1,
oit194,Unidentified,1,
carrad,EBCDIC-US,1,
analys,Unidentified,1,
t-{89d,Unidentified,1,
-{69d4,Unidentified,1,
lnk-{3,Unidentified,1,
com;ad,Unidentified,1,
sol-{6,Unidentified,1,
com;ti,Unidentified,1,
625,WordPerfect for MS-DOS/Windows Document (6.0),1,
y90081,8-bit ASCII Text,1,
xls%20,Unidentified,1,
12_nwp,Unidentified,1,
_35%20,Unidentified,1,
_000_3,Unidentified,1,
txt-{6,Unidentified,1,
d09061,Unidentified,1,
lpa,Unidentified,1,
gag,Unidentified,1,
il017,8-bit ASCII Text,1,
a-{89d,Unidentified,1,
politi,Unidentified,1,
log-{8,Unidentified,1,
sa5,EBCDIC-US,1,
txt-{8,Unidentified,1,
xls-{7,Unidentified,1,
webtre,Unidentified,1,
-{e234,Unidentified,1,
pdf-{8,Unidentified,1,
_0fxz5,Unidentified,1,
t-{69d,Unidentified,1,
tx-{69,Unidentified,1,
oracic,8-bit ASCII Text,1,
parks,Unidentified,1,
ini-{6,Unidentified,1,
ct5760,EBCDIC-US,1,
mssa06,8-bit ASCII Text,1,
jpg064,Unidentified,1,
_democ,Unidentified,1,
_hadri,Unidentified,1,
intxpa,8-bit ASCII Text,1,
acct,Unidentified,1,
ne5,Unidentified,1,
rs2da5,Unidentified,1,
ln-{69,Unidentified,1,
txt-{6,Unidentified,1,
nst,Microsoft Outlook Connector for IBM Lotus Domino,1,
yield-,Unidentified,1,
config,Unidentified,1,
_001_9,Unidentified,1,
1332,Unidentified,1,
stf3,8-bit ASCII Text,1,
_diplo,Unidentified,1,
ru4[1],Unidentified,1,
js-{69,Unidentified,1,
3ou,Unidentified,1,
cdivox,8-bit ASCII Text,1,
com;ad,Unidentified,1,
ar035,8-bit ASCII Text,1,
reute-,Unidentified,1,
-{69d4,Unidentified,1,
14-bea,Unidentified,1,
_heroi,Unidentified,1,
_biogr,Unidentified,1,
_02-03,Unidentified,1,
_037_3,Unidentified,1,
specif,Unidentified,1,
669;sz,Unidentified,1,
chase[,Unidentified,1,
749331,Unidentified,1,
nv039,8-bit ASCII Text,1,
041025,Unidentified,1,
log-{6,Unidentified,1,
html21,Hypertext Markup Language (3.2),1,
%20per,Unidentified,1,
adbure,Unidentified,1,
_comm_,Unidentified,1,
_001_0,Unidentified,1,
com;ad,Unidentified,1,
php_pe,Unidentified,1,
hem11a,8-bit ASCII Text,1,
hem17,8-bit ASCII Text,1,
db-{a6,Unidentified,1,
_20120,Unidentified,1,
000304,Unidentified,1,
66%26i,Unidentified,1,
_001_1,Unidentified,1,
ashcro,Unidentified,1,
_01071,Unidentified,1,
adg-{8,Unidentified,1,
travel,Unidentified,1,
org-at,Unidentified,1,
invcer,8-bit ASCII Text,1,
ca5,Unidentified,1,
fpretl,EBCDIC-US,1,
nc010,8-bit ASCII Text,1,
_c0003,Unidentified,1,
_20111,Unidentified,1,
ini-{8,Unidentified,1,
com;ti,Unidentified,1,
-{69d4,Unidentified,1,
-{69d4,Unidentified,1,
kinery,Unidentified,1,
cp0012,Unidentified,1,
000097,Unidentified,1,
scf-{6,Unidentified,1,
-{69d4,Unidentified,1,
associ,Unidentified,1,
tm,WordPerfect for MS-DOS Document (5.0),1,
source,Unidentified,1,
y90021,8-bit ASCII Text,1,
ousia6,Unidentified,1,
29-Sep,Unidentified,1,
hem34b,8-bit ASCII Text,1,
l-{608,Unidentified,1,
rmbr15,Unidentified,1,
g-{69d,Unidentified,1,
20;sz=,Unidentified,1,
coreme,Unidentified,1,
_folde,Unidentified,1,
_corve,Unidentified,1,
cof06,8-bit ASCII Text,1,
pdf-{e,Unidentified,1,
t-{69d,Unidentified,1,
p-{69d,Unidentified,1,
direct,Unidentified,1,
spe-{6,Unidentified,1,
_shann,Unidentified,1,
fur,WordPerfect for MS-DOS Document (5.0),1,
d10030,Unidentified,1,
yieldm,Unidentified,1,
n88w02,EBCDIC-US,1,
-{c991,Unidentified,1,
usog2y,8-bit ASCII Text,1,
fl86,8-bit ASCII Text,1,
t-{69d,Unidentified,1,
pdf-{6,Unidentified,1,
topoln,8-bit ASCII Text,1,
_beach,Unidentified,1,
g-{69d,Unidentified,1,
-{89dd,Unidentified,1,
ini-{6,Unidentified,1,
in4,8-bit ASCII Text,1,
pip-{6,Unidentified,1,
xlb-{6,Unidentified,1,
325511,EBCDIC-US,1,
mdimpo,Unidentified,1,
googl-,Unidentified,1,
wiv,WordPerfect for MS-DOS Document (5.0),1,
gif-{6,Unidentified,1,
201305,Unidentified,1,
r06079,EBCDIC-US,1,
0b975c,Unidentified,1,
f-{69d,Unidentified,1,
y90031,8-bit ASCII Text,1,
-{69d4,Unidentified,1,
held94,8-bit ASCII Text,1,
contex,Unidentified,1,
2116_r,Unidentified,1,
terror,Unidentified,1,
txt-{6,Unidentified,1,
_lesso,Unidentified,1,
orfl,EBCDIC-US,1,
ca003,8-bit ASCII Text,1,
dat-{6,Unidentified,1,
tx-{8c,Unidentified,1,
_12161,Unidentified,1,
jpg-{6,Unidentified,1,
pip-{6,Unidentified,1,
jsonrp,Unidentified,1,
39378,Unidentified,1,
txt-{8,Unidentified,1,
_6%20u,Unidentified,1,
nypost,Unidentified,1,
cio,Unidentified,1,
answe-,Unidentified,1,
ct036,8-bit ASCII Text,1,
_001_6,Unidentified,1,
_june%,Unidentified,1,
_2008_,Unidentified,1,
food_l,Unidentified,1,
ne003,8-bit ASCII Text,1,
yahoo[,Unidentified,1,
speci-,Unidentified,1,
pl1973,Unidentified,1,
_washi,Unidentified,1,
oh2,WordPerfect for MS-DOS Document (5.0),1,
tx036,8-bit ASCII Text,1,
_janso,Unidentified,1,
_001_2,Unidentified,1,
_klezm,Unidentified,1,
tblhdr,8-bit ASCII Text,1,
grs,Unidentified,1,
phoe,EBCDIC-US,1,
accoun,Unidentified,1,
html_p,Unidentified,1,
co[-{8,Unidentified,1,
userid,8-bit ASCII Text,1,
app96n,8-bit ASCII Text,1,
bud96h,8-bit ASCII Text,1,
ap4,WordPerfect for MS-DOS Document (5.0),1,
953787,Unidentified,1,
com_pe,Unidentified,1,
int_ag,Unidentified,1,
t-{89d,Unidentified,1,
_deco%,Unidentified,1,
t-{8c0,Unidentified,1,
%201%2,Unidentified,1,
agu,Unidentified,1,
-{8c0f,Unidentified,1,
_www%2,Unidentified,1,
bankof,Unidentified,1,
jpeg,Tagged Image File Format (5),1,
org-ur,Unidentified,1,
-{69d4,Unidentified,1,
pip-{6,Unidentified,1,
ga023,8-bit ASCII Text,1,
skadd-,Unidentified,1,
cp0002,Unidentified,1,
3.0233,Unidentified,1,
_000_5,Unidentified,1,
cp0009,Unidentified,1,
msr bd,8-bit ASCII Text,1,
ini-{6,Unidentified,1,
md005,8-bit ASCII Text,1,
jp-{69,Unidentified,1,
bbt-{6,Unidentified,1,
ko_kr,Unidentified,1,
_000_5,Unidentified,1,
nytim-,Unidentified,1,
_ole%2,Unidentified,1,
wtopne,Unidentified,1,
snapfi,Unidentified,1,
tx-{69,Unidentified,1,
clira,EBCDIC-US,1,
_film,Unidentified,1,
wy030,8-bit ASCII Text,1,
xl-{e2,Unidentified,1,
y90011,8-bit ASCII Text,1,
d15,8-bit ASCII Text,1,
sol-{6,Unidentified,1,
lnk-{6,Unidentified,1,
-{89dd,Unidentified,1,
proper,Unidentified,1,
_70e4b,Unidentified,1,
news;a,Unidentified,1,
ma07,EBCDIC-US,1,
%20bar,Unidentified,1,
aa212,8-bit ASCII Text,1,
-{89dd,Unidentified,1,
_09211,Unidentified,1,
2.2357,Unidentified,1,
_flora,Unidentified,1,
arkaga,Unidentified,1,
prefs-,Unidentified,1,
config,Unidentified,1,
p6972,EBCDIC-US,1,
%20of%,Unidentified,1,
_numbe,Unidentified,1,
q4mtab,8-bit ASCII Text,1,
rm2da5,EBCDIC-US,1,
d11122,Unidentified,1,
id025,8-bit ASCII Text,1,
-{69d4,Unidentified,1,
_thank,Unidentified,1,
_000_5,Unidentified,1,
_terro,Unidentified,1,
spher-,Unidentified,1,
j-{69d,Unidentified,1,
intclc,8-bit ASCII Text,1,
_3d8ca,Unidentified,1,
md019,8-bit ASCII Text,1,
ds5,Unidentified,1,
jp-{69,Unidentified,1,
w-{69d,Unidentified,1,
t-{69d,Unidentified,1,
com_pe,Unidentified,1,
png-{6,Unidentified,1,
nytim-,Unidentified,1,
03%20v,Unidentified,1,
d11081,Unidentified,1,
jpg019,Unidentified,1,
_001_2,Unidentified,1,
_cash%,Unidentified,1,
pr90,EBCDIC-US,1,
gpa,WordPerfect for MS-DOS Document (5.0),1,
_antar,Unidentified,1,
wrin08,EBCDIC-US,1,
timeta,Unidentified,1,
com-bo,Unidentified,1,
bbt[3],Unidentified,1,
25s,Unidentified,1,
6;sz=7,Unidentified,1,
1-{69d,Unidentified,1,
virt-{,Unidentified,1,
_70c43,Unidentified,1,
q2s8,8-bit ASCII Text,1,
0sw,Unidentified,1,
aidskn,8-bit ASCII Text,1,
-{69d4,Unidentified,1,
_repub,Unidentified,1,
spe-{6,Unidentified,1,
txt-{e,Unidentified,1,
root;c,Unidentified,1,
pdf-{e,Unidentified,1,
bank-{,Unidentified,1,
pol-{6,Unidentified,1,
adga-{,Unidentified,1,
class-,Unidentified,1,
id039,8-bit ASCII Text,1,
js;pva,Unidentified,1,
tacoda,Unidentified,1,
cioh74,EBCDIC-US,1,
-{89dd,Unidentified,1,
d12020,Unidentified,1,
_t052s,Unidentified,1,
q7a,Unidentified,1,
prefs_,Unidentified,1,
t-{69d,Unidentified,1,
sol-{6,Unidentified,1,
search,Unidentified,1,
co022,8-bit ASCII Text,1,
my7,Unidentified,1,
12_201,Unidentified,1,
75%26p,Unidentified,1,
_8gav6,Unidentified,1,
yahoo[,Unidentified,1,
_001_9,Unidentified,1,
az007,8-bit ASCII Text,1,
refuge,8-bit ASCII Text,1,
_208cf,Unidentified,1,
staebx,8-bit ASCII Text,1,
cp,WordPerfect for MS-DOS Document (5.0),1,
23_cn_,Unidentified,1,
_w_fin,Unidentified,1,
"1107,",Unidentified,1,
pd-{69,Unidentified,1,
html_p,Unidentified,1,
_33107,Unidentified,1,
_south,Unidentified,1,
americ,Unidentified,1,
com_pe,Unidentified,1,
ini-{e,Unidentified,1,
dot-{6,Unidentified,1,
weathe,Unidentified,1,
_03721,Unidentified,1,
rsm,WordPerfect for MS-DOS/Windows Document (6.0),1,
yah-{6,Unidentified,1,
y90050,8-bit ASCII Text,1,
pol-{6,Unidentified,1,
mcst03,EBCDIC-US,1,
rs2be5,EBCDIC-US,1,
js-{69,Unidentified,1,
txt-{c,Unidentified,1,
sps,WordPerfect for MS-DOS Document (5.0),1,
prq,Unidentified,1,
_garth,Unidentified,1,
pdf%20,Unidentified,1,
nmexga,Unidentified,1,
_000_3,Unidentified,1,
nytime,Unidentified,1,
_fed-s,Unidentified,1,
_iraq_,Unidentified,1,
-{69d4,Unidentified,1,
lst-{6,Unidentified,1,
_alber,Unidentified,1,
com;ti,Unidentified,1,
drudge,Unidentified,1,
csss04,EBCDIC-US,1,
utasqt,8-bit ASCII Text,1,
dot-{6,Unidentified,1,
webtre,Unidentified,1,
tx-{69,Unidentified,1,
tif-{e,Unidentified,1,
cps,Unidentified,1,
antiqu,Unidentified,1,
il80p9,EBCDIC-US,1,
method,8-bit ASCII Text,1,
swf-{6,Unidentified,1,
politi,Unidentified,1,
246609,Unidentified,1,
_deco%,Unidentified,1,
fee-{6,Unidentified,1,
"542,",Unidentified,1,
geozip,8-bit ASCII Text,1,
_th_rp,Unidentified,1,
oh008,8-bit ASCII Text,1,
pip-{6,Unidentified,1,
_000_5,Unidentified,1,
pf95a,8-bit ASCII Text,1,
10%26s,Unidentified,1,
0-{7ae,Unidentified,1,
doc-{e,Unidentified,1,
latvia,Unidentified,1,
d97091,Unidentified,1,
fl034,8-bit ASCII Text,1,
govtri,Unidentified,1,
org-ka,Unidentified,1,
com-ha,Unidentified,1,
htm-{6,Unidentified,1,
7%20(2,Unidentified,1,
genh2a,8-bit ASCII Text,1,
-{6084,Unidentified,1,
ovr,WordPerfect for MS-DOS/Windows Document (6.0),1,
t-{69d,Unidentified,1,
_snell,Unidentified,1,
"3239,",Unidentified,1,
78;sz=,Unidentified,1,
n6512,Unidentified,1,
bb-pac,Unidentified,1,
mi5077,8-bit ASCII Text,1,
t-{69d,Unidentified,1,
cdivox,8-bit ASCII Text,1,
tx-{69,Unidentified,1,
2020_i,Unidentified,1,
1.1595,Unidentified,1,
cv72b,8-bit ASCII Text,1,
il18,EBCDIC-US,1,
036264,Unidentified,1,
-{69d4,Unidentified,1,
ru4[-{,Unidentified,1,
log-{6,Unidentified,1,
"1515,",Unidentified,1,
-{c991,Unidentified,1,
316,WordPerfect for MS-DOS Document (5.0),1,
xml-{c,Unidentified,1,
x90,Unidentified,1,
2018-m,Unidentified,1,
-{69d4,Unidentified,1,
_locke,Unidentified,1,
se,WordPerfect for MS-DOS Document (5.0),1,
_flotu,Unidentified,1,
js-{69,Unidentified,1,
142023,Unidentified,1,
cp0014,Unidentified,1,
cp0003,Unidentified,1,
interv,Unidentified,1,
_bru_b,Unidentified,1,
lwp,Lotus WordPro Document (97/Millennium),1,
tx-{69,Unidentified,1,
-{69d4,Unidentified,1,
ky2,8-bit ASCII Text,1,
anti-c,Unidentified,1,
750213,EBCDIC-US,1,
cp0021,Unidentified,1,
jpg-ta,Unidentified,1,
t-{608,Unidentified,1,
pip-{6,Unidentified,1,
myi-{6,Unidentified,1,
scis08,EBCDIC-US,1,
-{89dd,Unidentified,1,
_tips,Unidentified,1,
ch-{69,Unidentified,1,
genh4,8-bit ASCII Text,1,
"1238,",Unidentified,1,
client,Unidentified,1,
al_,Unidentified,1,
2020_t,Unidentified,1,
oh014,8-bit ASCII Text,1,
com;ti,Unidentified,1,
4info[,Unidentified,1,
xd0,Unidentified,1,
_05607,Unidentified,1,
pointr,Unidentified,1,
aspx%2,Unidentified,1,
000276,Unidentified,1,
nytime,Unidentified,1,
10%20r,Unidentified,1,
w7d,8-bit ASCII Text,1,
matt04,EBCDIC-US,1,
apport,8-bit ASCII Text,1,
_rende,Unidentified,1,
samn10,EBCDIC-US,1,
ad-{69,Unidentified,1,
fl028,8-bit ASCII Text,1,
_439_3,Unidentified,1,
y1993e,8-bit ASCII Text,1,
_08131,Unidentified,1,
ini-{6,Unidentified,1,
sgtay,EBCDIC-US,1,
_bru_l,Unidentified,1,
sander,Unidentified,1,
-{89dd,Unidentified,1,
tn033,8-bit ASCII Text,1,
pol-{6,Unidentified,1,
log-{6,Unidentified,1,
ini-{6,Unidentified,1,
%20cer,Unidentified,1,
temf,EBCDIC-US,1,
b-{69d,Unidentified,1,
lnk-{6,Unidentified,1,
-{89dd,Unidentified,1,
webt-{,Unidentified,1,
_qtgui,Unidentified,1,
-{69d4,Unidentified,1,
d11051,Unidentified,1,
36%26u,Unidentified,1,
t-{89d,Unidentified,1,
